year,district_code,district_name,neighborhood_code,neighborhood_name,latitude,longitude,total_nb_buy_sell,nb_buy_sell_new_free_mkt,nb_buy_sell_new_protc_mkt,nb_buy_sell_2nd_hand,total_avg_m2_surf,avg_m2_surf_new_free_mkt,avg_m2_surf_new_protc_mkt,avg_m2_2nd_hand,avg_total_price_€000_all,avg_total_price_€000_new,avg_total_price_€000_2nd_hand,avg_price_€/m2_all,avg_price_€/m2_new,avg_price_€/m2_2nd_hand,avg_weight_ int_ rate_%
2014,5,Sarrià-Sant Gervasi,23,Sarrià,41.399373,2.121513,156,0,0,156,119.2,0.0,0.0,119.2,526.6,0.0,526.6,4309.4,0.0,4309.4,0.0256
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,41.397611,2.131184,102,7,0,95,137.2,166.0,0.0,136.2,570.7,495.3,573.3,4127.2,3012.6,4166.6,0.0256
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41.405983,2.133405,215,65,0,150,139.9,131.8,0.0,143.3,528.7,650.9,477.6,3714.6,4433.3,3414.2,0.0256
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,41.397795,2.143383,344,100,0,244,126.0,130.5,0.0,124.3,467.0,546.3,435.1,3518.1,4111.0,3279.3,0.0256
2014,5,Sarrià-Sant Gervasi,27,el Putget i Farró,41.407317,2.143424,302,42,0,260,115.6,115.9,0.0,115.5,328.6,305.1,332.4,2904.0,2705.6,2935.9,0.0256
2014,6,Gràcia,28,Vallcarca i els Penitents,41.415526,2.142243,136,58,0,78,80.6,83.0,0.0,78.8,199.8,231.8,177.3,2300.7,2741.6,1992.1,0.0256
2014,6,Gràcia,29,el Coll,41.417907,2.148075,29,12,0,17,79.0,93.4,0.0,68.3,161.9,162.4,161.6,2148.2,1943.8,2301.5,0.0256
2014,6,Gràcia,30,la Salut,41.442733,2.224576,127,2,0,125,86.8,77.0,0.0,86.8,227.3,0.0,227.7,2671.6,0.0,2674.4,0.0256
2014,6,Gràcia,31,Vila de Gràcia,41.403178,2.157166,314,8,0,306,81.1,135.8,0.0,79.5,282.2,493.5,276.0,3202.9,3924.3,3181.6,0.0256
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,41.404589,2.166781,220,7,2,211,90.1,75.9,49.0,91.0,267.1,268.0,267.1,2761.7,3712.7,2725.7,0.0256
2014,7,Horta-Guinardó,33,el Baix Guinardó,41.411437,2.168651,254,6,0,248,77.1,74.7,0.0,77.2,201.1,213.7,200.5,2546.2,2971.7,2528.9,0.0256
2014,7,Horta-Guinardó,34,Can Baró,41.416092,2.162402,48,0,0,48,70.8,0.0,0.0,70.8,178.3,0.0,178.3,2118.8,0.0,2118.8,0.0256
2014,7,Horta-Guinardó,35,el Guinardó,41.417733,2.173632,219,3,0,216,71.1,107.7,0.0,70.5,169.1,347.1,163.7,2164.8,3300.7,2130.7,0.0256
2014,7,Horta-Guinardó,36,la Font d'en Fargues,41.425788,2.165915,38,2,0,36,82.2,108.0,0.0,81.4,206.2,0.0,205.4,2552.6,0.0,2564.0,0.0256
2014,7,Horta-Guinardó,37,el Carmel,41.425607,2.154894,143,40,3,100,70.7,74.0,77.5,69.1,119.0,149.6,105.3,1523.5,1528.4,1521.3,0.0256
2014,7,Horta-Guinardó,38,la Teixonera,41.423173,2.14597,33,11,1,21,66.0,60.4,49.0,70.4,113.4,89.2,131.1,1721.8,1447.8,1922.7,0.0256
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,41.426457,2.137491,15,7,0,8,78.8,77.2,0.0,80.0,89.8,100.4,83.1,1189.3,1328.0,1102.7,0.0256
2014,7,Horta-Guinardó,40,Montbau,41.42955,2.144538,19,4,0,15,62.2,61.5,0.0,62.5,92.5,76.3,98.4,1581.4,1252.5,1701.0,0.0256
2014,7,Horta-Guinardó,41,la Vall d'Hebron,41.430379,2.148624,21,6,0,15,62.0,63.0,0.0,61.6,156.4,127.5,170.8,2442.8,2082.0,2623.1,0.0256
2014,7,Horta-Guinardó,42,la Clota,41.427857,2.152407,7,3,0,4,69.4,64.3,0.0,73.3,124.5,90.4,150.0,1826.9,1494.7,2076.1,0.0256
2014,7,Horta-Guinardó,43,Horta,41.42969,2.160315,136,23,0,113,76.2,62.7,0.0,78.8,136.0,110.4,141.7,1730.5,1794.0,1716.2,0.0256
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,41.430019,2.176069,54,3,0,51,71.5,75.7,0.0,71.3,134.7,103.3,136.6,1894.0,1400.4,1924.2,0.0256
2014,8,Nou Barris,45,Porta,41.433188,2.176034,101,1,0,100,67.6,81.0,0.0,67.5,114.4,0.0,114.6,1670.8,0.0,1683.1,0.0256
2014,8,Nou Barris,46,el Turó de la Peira,41.432367,2.169068,34,0,0,34,64.8,0.0,0.0,64.8,101.7,0.0,101.7,1538.6,0.0,1538.6,0.0256
2014,8,Nou Barris,47,Can Peguera,41.434857,2.165785,2,0,0,2,61.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256
2014,8,Nou Barris,48,la Guineueta,41.440303,2.170402,56,0,0,56,75.3,0.0,0.0,75.3,143.5,0.0,143.5,1795.9,0.0,1795.9,0.0256
2014,8,Nou Barris,49,Canyelles,41.441704,2.166398,32,0,0,32,67.3,0.0,0.0,67.3,132.3,0.0,132.3,1787.2,0.0,1787.2,0.0256
2014,8,Nou Barris,50,les Roquetes,41.447798,2.176271,76,0,0,76,58.1,0.0,0.0,58.1,71.8,0.0,71.8,1213.4,0.0,1213.4,0.0256
2014,8,Nou Barris,51,Verdun,41.44404,2.17584,78,0,0,78,65.8,0.0,0.0,65.8,104.7,0.0,104.7,1635.7,0.0,1635.7,0.0256
2014,8,Nou Barris,52,la Prosperitat,41.442333,2.179438,98,0,0,98,57.7,0.0,0.0,57.7,96.8,0.0,96.8,1597.6,0.0,1597.6,0.0256
2014,8,Nou Barris,53,la Trinitat Nova,41.449714,2.183841,32,0,0,32,54.7,0.0,0.0,54.7,48.5,0.0,48.5,968.2,0.0,968.2,0.0256
2014,8,Nou Barris,54,Torre Baró,41.458011,2.183986,5,0,0,5,80.0,0.0,0.0,80.0,153.6,0.0,153.6,1710.2,0.0,1710.2,0.0256
2014,8,Nou Barris,55,Ciutat Meridiana,41.460665,2.174474,32,0,0,32,58.0,0.0,0.0,58.0,48.8,0.0,48.8,868.1,0.0,868.1,0.0256
2014,8,Nou Barris,56,Vallbona,41.463372,2.184051,8,0,0,8,84.3,0.0,0.0,84.3,183.1,0.0,183.1,2060.5,0.0,2060.5,0.0256
2014,9,Sant Andreu,57,la Trinitat Vella,41.450176,2.191344,145,3,0,142,74.8,89.3,0.0,74.5,146.1,437.9,138.2,1878.7,4490.7,1808.1,0.0256
2014,9,Sant Andreu,58,Baró de Viver,41.44993,2.199523,7,0,0,7,63.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256
2014,9,Sant Andreu,59,el Bon Pastor,41.435984,2.205129,46,0,0,46,66.8,0.0,0.0,66.8,94.4,0.0,94.4,1426.2,0.0,1426.2,0.0256
2014,9,Sant Andreu,60,Sant Andreu,41.43725,2.195487,283,1,0,282,66.1,64.0,0.0,66.1,134.8,0.0,134.8,2024.7,0.0,2025.1,0.0256
2014,9,Sant Andreu,61,la Sagrera,41.421279,2.186523,234,1,0,233,72.9,95.0,0.0,72.8,153.6,0.0,152.1,2182.2,0.0,2175.4,0.0256
2014,9,Sant Andreu,62,el Congrés i els Indians,41.423784,2.180821,121,6,0,115,68.8,75.5,0.0,68.4,129.7,136.3,129.1,1934.6,1746.7,1951.9,0.0256
2014,9,Sant Andreu,63,Navas,41.416044,2.186938,149,13,0,136,88.4,69.8,0.0,90.2,261.1,109.6,280.9,2666.5,1660.9,2797.6,0.0256
2014,10,Sant Martí,64,Camp de l'Arpa del Clot,41.410754,2.182816,350,3,0,347,76.7,93.7,0.0,76.5,252.3,250.2,252.3,2618.5,2601.3,2618.7,0.0256
2014,10,Sant Martí,65,el Clot,41.410316,2.186721,381,29,1,351,81.8,89.3,76.0,81.3,255.0,326.5,249.2,2930.2,3680.1,2870.3,0.0256
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,41.400733,2.191342,48,8,0,40,76.8,65.6,0.0,78.9,199.7,100.9,218.9,2464.6,1498.4,2652.5,0.0256
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,41.389868,2.196846,20,6,0,14,96.1,100.8,0.0,94.4,283.8,298.1,278.7,2805.3,2939.9,2757.2,0.0256
2014,10,Sant Martí,68,el Poblenou,41.400527,2.201729,126,41,5,80,76.0,70.2,63.4,79.7,245.3,233.9,251.4,3150.5,3302.3,3070.3,0.0256
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,41.405228,2.213352,85,14,1,70,101.0,88.9,62.0,103.9,665.7,392.3,721.2,6367.4,4077.6,6832.5,0.0256
2014,10,Sant Martí,70,el Besòs i el Maresme,41.414979,2.213877,581,113,57,411,79.6,76.7,68.1,81.9,195.3,191.1,196.5,2263.8,2472.6,2202.6,0.0256
2014,10,Sant Martí,71,Provençals del Poblenou,41.411948,2.204125,22,4,2,16,77.7,79.3,73.0,77.9,335.1,273.5,359.8,4176.1,3331.0,4514.2,0.0256
2014,10,Sant Martí,72,Sant Martí de Provençals,41.416519,2.198968,120,14,3,103,75.4,82.4,84.5,74.2,236.2,220.0,241.2,2695.0,2401.2,2784.5,0.0256
2014,10,Sant Martí,73,la Verneda i la Pau,41.42322,2.20294,190,13,2,175,73.0,57.1,50.0,74.3,98.6,86.6,100.5,1432.0,1516.8,1418.7,0.0256
2013,1,Ciutat Vella,1,el Raval,41.379518,2.168368,317,0,0,317,58.2,0.0,0.0,58.2,97.0,0.0,97.0,1726.5,0.0,1726.5,0.0299
2013,1,Ciutat Vella,2,el Barri Gòtic,41.383395,2.176912,170,36,0,134,92.6,90.8,0.0,93.0,212.4,285.2,193.4,2448.2,3248.7,2239.7,0.0299
2013,1,Ciutat Vella,3,la Barceloneta,41.380653,2.189927,224,111,0,113,49.9,54.8,0.0,44.7,175.5,228.7,119.7,3476.3,4062.8,2861.3,0.0299
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",41.384753,2.183755,191,43,0,148,69.3,64.5,0.0,70.6,190.4,224.5,180.9,2846.5,3404.9,2691.4,0.0299
2013,2,Eixample,5,el Fort Pienc,41.395925,2.182325,167,13,0,154,92.8,92.9,0.0,92.8,268.3,376.5,257.1,2842.9,4384.2,2683.5,0.0299
2013,2,Eixample,6,la Sagrada Família,41.403479,2.17441,35,3,0,32,70.1,60.0,0.0,71.1,192.4,208.0,189.8,2938.7,3466.7,2850.7,0.0299
2013,2,Eixample,7,la Dreta de l'Eixample,41.395037,2.167207,379,31,23,325,99.5,93.8,71.5,102.2,306.9,214.6,318.5,2798.2,2195.1,2874.2,0.0299
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41.39,2.155,200,7,0,193,87.7,59.9,0.0,88.7,239.2,275.9,237.3,2760.2,4825.0,2655.5,0.0299
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,41.383389,2.149,196,49,0,147,77.0,77.8,0.0,76.7,301.6,432.3,213.8,3648.2,5174.1,2624.0,0.0299
2013,2,Eixample,10,Sant Antoni,41.380052,2.163327,128,0,0,128,80.8,0.0,0.0,80.8,177.5,0.0,177.5,2024.9,0.0,2024.9,0.0299
2013,3,Sants-Montjuïc,11,el Poble Sec,41.37498,2.160572,218,0,0,218,57.8,0.0,0.0,57.8,93.7,0.0,93.7,1582.1,0.0,1582.1,0.0299
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,41.353842,2.142318,1,0,0,1,84.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299
2013,3,Sants-Montjuïc,13,la Marina de Port,41.360296,2.137584,90,0,7,83,72.2,0.0,104.8,69.8,166.2,0.0,166.2,2405.2,0.0,2405.2,0.0299
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,41.370782,2.144676,71,3,0,68,70.5,81.3,0.0,69.6,179.3,265.6,170.7,2543.5,3266.0,2471.2,0.0299
2013,3,Sants-Montjuïc,15,Hostafrancs,41.375263,2.143194,52,4,0,48,79.1,116.0,0.0,77.3,177.8,280.0,171.4,1834.2,2569.3,1788.3,0.0299
2013,3,Sants-Montjuïc,16,la Bordeta,41.369142,2.137373,84,6,0,78,66.0,99.0,0.0,63.4,102.4,107.4,100.8,1960.8,1524.6,2097.2,0.0299
2013,3,Sants-Montjuïc,17,Sants - Badal,41.375466,2.12771,92,9,0,83,63.1,58.5,0.0,63.6,190.8,240.7,91.0,3186.4,3982.7,1593.7,0.0299
2013,3,Sants-Montjuïc,18,Sants,41.375329,2.134912,168,10,0,158,68.4,50.0,0.0,69.6,154.5,146.6,156.5,2270.1,2868.5,2111.7,0.0299
2013,4,Les Corts,19,les Corts,41.385244,2.132863,339,20,9,310,81.1,75.1,67.9,82.0,252.5,224.1,255.6,2923.6,3116.8,2902.7,0.0299
2013,4,Les Corts,20,la Maternitat i Sant Ramon,41.381986,2.125608,68,0,0,68,82.7,0.0,0.0,82.7,266.7,0.0,266.7,2890.5,0.0,2890.5,0.0299
2013,4,Les Corts,21,Pedralbes,41.39014,2.112218,82,4,0,78,147.3,256.0,0.0,140.3,733.9,1642.0,667.8,4406.9,6834.3,4230.4,0.0299
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",41.415067,2.107482,13,1,0,12,141.4,0.0,0.0,141.4,524.6,0.0,524.6,3540.2,0.0,3540.2,0.0299
2013,5,Sarrià-Sant Gervasi,23,Sarrià,41.399373,2.121513,129,8,0,121,120.1,173.0,0.0,116.0,542.6,493.9,546.7,4311.6,2890.1,4431.3,0.0299
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,41.397611,2.131184,97,15,0,82,159.1,121.4,0.0,167.5,648.5,430.7,692.1,4293.9,3175.6,4517.5,0.0299
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41.405983,2.133405,194,75,2,117,125.6,120.8,54.0,129.3,462.0,429.5,483.4,3550.4,3576.6,3533.1,0.0299
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,41.397795,2.143383,260,84,0,176,131.3,131.8,0.0,131.1,498.2,414.6,534.6,3471.3,3109.1,3628.5,0.0299
2013,5,Sarrià-Sant Gervasi,27,el Putget i Farró,41.407317,2.143424,231,37,0,194,112.0,102.5,0.0,113.8,303.3,293.4,305.2,2763.1,2785.8,2758.6,0.0299
2013,6,Gràcia,28,Vallcarca i els Penitents,41.415526,2.142243,80,20,0,60,85.6,77.4,0.0,88.3,227.0,223.4,228.2,2618.7,2554.9,2640.0,0.0299
2013,6,Gràcia,29,el Coll,41.417907,2.148075,38,18,1,19,69.4,67.1,75.0,70.9,128.7,148.4,112.4,1865.4,1995.3,1757.2,0.0299
2013,6,Gràcia,30,la Salut,41.442733,2.224576,100,1,0,99,75.1,59.0,0.0,75.3,189.9,0.0,191.3,2536.1,0.0,2551.9,0.0299
2013,6,Gràcia,31,Vila de Gràcia,41.403178,2.157166,274,9,0,265,89.7,140.2,0.0,87.8,359.0,1059.2,332.3,3416.8,5514.3,3336.8,0.0299
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,41.404589,2.166781,200,6,0,194,88.9,63.2,0.0,89.6,254.1,319.1,252.3,2799.4,5097.6,2736.3,0.0299
2013,7,Horta-Guinardó,33,el Baix Guinardó,41.411437,2.168651,184,8,1,175,75.4,82.3,90.0,74.9,176.4,237.1,170.7,2331.7,2987.8,2270.0,0.0299
2013,7,Horta-Guinardó,34,Can Baró,41.416092,2.162402,44,0,0,44,83.9,0.0,0.0,83.9,192.6,0.0,192.6,1823.4,0.0,1823.4,0.0299
2013,7,Horta-Guinardó,35,el Guinardó,41.417733,2.173632,191,0,0,191,71.6,0.0,0.0,71.6,143.1,0.0,143.1,2009.4,0.0,2009.4,0.0299
2013,7,Horta-Guinardó,36,la Font d'en Fargues,41.425788,2.165915,39,1,0,38,83.6,33.0,0.0,85.0,246.4,0.0,251.9,3522.0,0.0,3582.8,0.0299
2013,7,Horta-Guinardó,37,el Carmel,41.425607,2.154894,123,51,2,70,62.9,60.2,64.0,64.9,106.6,111.4,103.0,1656.4,1792.0,1554.7,0.0299
2013,7,Horta-Guinardó,38,la Teixonera,41.423173,2.14597,37,15,0,22,70.8,82.3,0.0,64.1,93.4,92.2,94.1,1368.3,1192.4,1468.8,0.0299
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,41.426457,2.137491,12,6,0,6,84.0,93.0,0.0,75.0,184.7,172.1,197.3,2073.9,1726.2,2421.7,0.0299
2013,7,Horta-Guinardó,40,Montbau,41.42955,2.144538,14,8,2,4,73.7,67.4,79.0,83.3,140.4,129.0,163.1,1794.0,1760.6,1860.8,0.0299
2013,7,Horta-Guinardó,41,la Vall d'Hebron,41.430379,2.148624,15,6,0,9,54.3,54.4,0.0,54.3,135.0,144.4,128.3,2487.2,2657.5,2365.5,0.0299
2013,7,Horta-Guinardó,42,la Clota,41.427857,2.152407,3,1,0,2,62.0,57.0,0.0,64.5,108.0,0.0,0.0,1723.6,0.0,0.0,0.0299
2013,7,Horta-Guinardó,43,Horta,41.42969,2.160315,103,16,2,85,72.8,75.3,67.5,72.4,157.9,158.6,157.7,2179.8,2242.1,2160.3,0.0299
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,41.430019,2.176069,52,8,0,44,73.9,62.3,0.0,76.1,126.8,106.3,130.8,1710.3,1652.4,1721.6,0.0299
2013,8,Nou Barris,45,Porta,41.433188,2.176034,115,0,0,115,67.0,0.0,0.0,67.0,128.4,0.0,128.4,1942.0,0.0,1942.0,0.0299
2013,8,Nou Barris,46,el Turó de la Peira,41.432367,2.169068,50,0,0,50,60.5,0.0,0.0,60.5,87.3,0.0,87.3,1487.3,0.0,1487.3,0.0299
2013,8,Nou Barris,47,Can Peguera,41.434857,2.165785,7,0,0,7,62.1,0.0,0.0,62.1,49.6,0.0,49.6,612.6,0.0,612.6,0.0299
2013,8,Nou Barris,48,la Guineueta,41.440303,2.170402,49,1,0,48,75.5,74.0,0.0,75.5,133.1,0.0,123.9,1824.7,0.0,1702.2,0.0299
2013,8,Nou Barris,49,Canyelles,41.441704,2.166398,14,0,0,14,71.5,0.0,0.0,71.5,113.4,0.0,113.4,1761.4,0.0,1761.4,0.0299
2013,8,Nou Barris,50,les Roquetes,41.447798,2.176271,63,0,0,63,59.4,0.0,0.0,59.4,81.4,0.0,81.4,1528.7,0.0,1528.7,0.0299
2013,8,Nou Barris,51,Verdun,41.44404,2.17584,36,0,0,36,56.1,0.0,0.0,56.1,84.9,0.0,84.9,1580.0,0.0,1580.0,0.0299
2013,8,Nou Barris,52,la Prosperitat,41.442333,2.179438,52,0,0,52,58.8,0.0,0.0,58.8,90.3,0.0,90.3,1302.9,0.0,1302.9,0.0299
2013,8,Nou Barris,53,la Trinitat Nova,41.449714,2.183841,34,0,0,34,58.2,0.0,0.0,58.2,54.5,0.0,54.5,945.1,0.0,945.1,0.0299
2013,8,Nou Barris,54,Torre Baró,41.458011,2.183986,19,0,0,19,63.7,0.0,0.0,63.7,104.5,0.0,104.5,1631.6,0.0,1631.6,0.0299
2013,8,Nou Barris,55,Ciutat Meridiana,41.460665,2.174474,65,0,0,65,58.7,0.0,0.0,58.7,73.5,0.0,73.5,1208.9,0.0,1208.9,0.0299
2013,8,Nou Barris,56,Vallbona,41.463372,2.184051,11,0,0,11,79.8,0.0,0.0,79.8,196.4,0.0,196.4,2474.9,0.0,2474.9,0.0299
2013,9,Sant Andreu,57,la Trinitat Vella,41.450176,2.191344,101,0,0,101,79.1,0.0,0.0,79.1,165.1,0.0,165.1,1986.2,0.0,1986.2,0.0299
2013,9,Sant Andreu,58,Baró de Viver,41.44993,2.199523,9,0,0,9,81.6,0.0,0.0,81.6,299.7,0.0,299.7,2583.2,0.0,2583.2,0.0299
2013,9,Sant Andreu,59,el Bon Pastor,41.435984,2.205129,207,63,0,144,66.1,0.0,0.0,66.1,100.2,0.0,100.2,1474.8,0.0,1474.8,0.0299
2013,9,Sant Andreu,60,Sant Andreu,41.43725,2.195487,200,3,0,197,71.3,58.0,0.0,71.5,151.6,73.0,153.0,2069.6,1255.5,2084.1,0.0299
2013,9,Sant Andreu,61,la Sagrera,41.421279,2.186523,221,4,0,217,74.9,114.5,0.0,74.0,174.1,568.8,153.3,2237.6,4184.8,2135.1,0.0299
2013,9,Sant Andreu,62,el Congrés i els Indians,41.423784,2.180821,98,32,0,66,67.3,61.2,0.0,70.1,136.8,118.0,146.5,2056.0,1923.6,2124.5,0.0299
2013,9,Sant Andreu,63,Navas,41.416044,2.186938,135,12,0,123,87.1,65.3,0.0,89.4,256.2,211.0,262.9,2767.4,3356.8,2678.9,0.0299
2013,10,Sant Martí,64,Camp de l'Arpa del Clot,41.410754,2.182816,328,3,0,325,83.2,97.0,0.0,83.1,275.5,348.0,274.5,2800.0,3331.4,2793.3,0.0299
2013,10,Sant Martí,65,el Clot,41.410316,2.186721,289,24,1,264,79.8,80.9,76.0,79.7,224.9,222.8,225.2,2742.5,2691.1,2748.7,0.0299
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,41.400733,2.191342,40,6,0,34,75.2,63.3,0.0,77.6,161.1,107.0,174.1,2107.9,1691.3,2207.9,0.0299
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,41.389868,2.196846,6,1,0,5,99.8,70.0,0.0,107.3,373.4,0.0,398.7,3847.3,0.0,3837.7,0.0299
2013,10,Sant Martí,68,el Poblenou,41.400527,2.201729,180,77,6,97,69.4,71.0,51.0,69.2,219.7,223.0,216.8,3117.3,3061.0,3165.6,0.0299
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,41.405228,2.213352,82,14,1,67,90.8,77.7,107.0,93.3,448.6,255.8,490.7,4792.7,3213.6,5138.1,0.0299
2013,10,Sant Martí,70,el Besòs i el Maresme,41.414979,2.213877,176,38,8,130,71.4,94.6,77.6,64.4,153.6,253.3,120.1,1997.2,2548.4,1811.7,0.0299
2013,10,Sant Martí,71,Provençals del Poblenou,41.411948,2.204125,25,6,3,16,70.2,69.5,63.5,71.4,272.1,285.4,263.3,3683.0,3917.2,3526.9,0.0299
2013,10,Sant Martí,72,Sant Martí de Provençals,41.416519,2.198968,111,5,3,103,76.8,104.8,64.3,75.7,180.6,353.4,155.9,1988.6,3442.7,1780.8,0.0299
2013,10,Sant Martí,73,la Verneda i la Pau,41.42322,2.20294,303,62,16,225,72.7,65.9,0.0,73.3,107.1,105.8,107.3,1494.4,1614.8,1471.3,0.0299
